Transaction_ID,Date,Region,Category,Product,Units_Sold,Unit_Price_NGN,Total_Revenue_NGN
PM-114631,2025-04-23,North West,Personal Care,FreshMint Paste,13,2022.75,26295.75
PM-111481,2025-04-23,South South,Grains & Cereals,Pride Semo,18,8171.01,147078.18
PM-123789,2025-04-23,South East,Home Care,Sparkle Dish Wash,23,9202.21,211650.83
PM-105082,2025-04-23,North East,Personal Care,FreshMint Paste,3,2082.84,6248.52
PM-110085,2025-04-23,South West,Personal Care,FreshMint Paste,32,4273.33,136746.56
PM-116014,2025-04-23,South South,Beverages,Zobo Max 50cl,26,10027.41,260712.66
PM-112191,2025-04-24,South West,Home Care,Sparkle Dish Wash,26,7474.47,194336.22
PM-104811,2025-04-24,South West,Home Care,Sparkle Dish Wash,21,4118.76,86493.96
PM-127074,2025-04-24,North East,Home Care,Germ-Kill Liquid,22,3297.94,72554.68
PM-122624,2025-04-24,South South,Beverages,Naija Cocoa Mix,44,4417.02,194348.88
PM-109282,2025-04-24,South South,Beverages,Peak-Level Milk,23,6867.0,157941.0
PM-127594,2025-04-24,North West,Personal Care,Shea Glow Soap,42,5757.17,241801.14
PM-100827,2025-04-24,South West,Personal Care,FreshMint Paste,22,2250.3,49506.6
PM-124244,2025-04-24,South West,Personal Care,FreshMint Paste,12,2477.85,29734.2
PM-122454,2025-04-24,South West,Beverages,Peak-Level Milk,35,2687.77,94071.95
PM-102132,2025-04-24,South East,Snacks,Kuli-Kuli Bites,1,2226.89,2226.89
PM-114775,2025-04-24,North West,Beverages,Peak-Level Milk,36,7051.09,253839.24
PM-112922,2025-04-24,South West,Personal Care,Shea Glow Soap,10,6782.31,67823.1
PM-104214,2025-04-24,South South,Beverages,Naija Cocoa Mix,27,6776.43,182963.61
PM-109226,2025-04-24,North West,Home Care,Germ-Kill Liquid,29,8858.9,256908.1
PM-115876,2025-04-24,North East,Snacks,Chin-Chin Delight,24,2221.48,53315.52
PM-114539,2025-04-24,North Central,Beverages,Peak-Level Milk,13,9302.44,120931.72
PM-117186,2025-04-24,South West,Grains & Cereals,Golden Harvest Rice,46,11493.05,528680.3
PM-104238,2025-04-24,South South,Snacks,Kuli-Kuli Bites,13,1803.17,23441.21
PM-102601,2025-04-24,South West,Snacks,Kuli-Kuli Bites,17,1988.65,33807.05
PM-106071,2025-04-24,South West,Beverages,Peak-Level Milk,9,1575.44,14178.96
PM-126739,2025-04-24,North West,Beverages,Zobo Max 50cl,49,6776.35,332041.15
PM-127836,2025-04-24,South East,Personal Care,Shea Glow Soap,22,1807.96,39775.12
PM-107501,2025-04-24,North Central,Grains & Cereals,Golden Harvest Rice,16,3740.85,59853.6
PM-124978,2025-04-24,South West,Home Care,Germ-Kill Liquid,43,1922.33,82660.19
PM-106721,2025-04-24,South East,Personal Care,Olu Herb Shampoo,17,5564.93,94603.81
PM-119556,2025-04-24,South South,Beverages,Peak-Level Milk,20,10020.27,200405.4
PM-128713,2025-04-24,North West,Grains & Cereals,Pride Semo,12,2872.71,34472.52
PM-126938,2025-04-25,North Central,Personal Care,Olu Herb Shampoo,17,7489.21,127316.57
PM-117867,2025-04-25,North East,Personal Care,FreshMint Paste,34,1411.39,47987.26
PM-114073,2025-04-25,South West,Home Care,Sparkle Dish Wash,32,1340.88,42908.16
PM-116896,2025-04-25,North West,Home Care,Germ-Kill Liquid,18,6460.87,116295.66
PM-125007,2025-04-25,South South,Personal Care,FreshMint Paste,14,3783.8,52973.2
PM-125565,2025-04-25,South South,Grains & Cereals,Pride Semo,45,9913.34,446100.3
PM-118653,2025-04-25,North West,Personal Care,Olu Herb Shampoo,41,809.61,33194.01
PM-111192,2025-04-25,South West,Grains & Cereals,Golden Harvest Rice,19,2418.2,45945.8
PM-106461,2025-04-25,South East,Snacks,Crunchy Plantain Chips,13,1517.87,19732.31
PM-103534,2025-04-25,South South,Beverages,Peak-Level Milk,42,6784.61,284953.62
PM-122489,2025-04-25,South West,Grains & Cereals,Easy-Cook Beans,25,11797.74,294943.5
PM-117410,2025-04-25,North West,Snacks,Kuli-Kuli Bites,46,1265.41,58208.86
PM-110539,2025-04-25,South South,Personal Care,Olu Herb Shampoo,13,2250.89,29261.57
PM-108892,2025-04-25,South West,Snacks,Crunchy Plantain Chips,28,2361.07,66109.96
PM-122193,2025-04-25,North Central,Personal Care,Shea Glow Soap,8,1286.72,10293.76
PM-104846,2025-04-25,South West,Personal Care,Olu Herb Shampoo,44,3520.85,154917.4
PM-102184,2025-04-25,South West,Personal Care,FreshMint Paste,45,5789.82,260541.9
PM-129205,2025-04-25,South West,Personal Care,Shea Glow Soap,26,5406.18,140560.68
PM-114430,2025-04-25,South East,Beverages,Zobo Max 50cl,13,14504.34,188556.42
PM-120943,2025-04-25,North West,Grains & Cereals,Pride Semo,5,3092.4,15462.0
PM-107296,2025-04-25,South East,Snacks,Kuli-Kuli Bites,20,1971.99,39439.8
PM-126359,2025-04-25,North Central,Beverages,Peak-Level Milk,1,14599.45,14599.45
PM-115234,2025-04-25,South East,Grains & Cereals,Easy-Cook Beans,36,6948.36,250140.96
PM-121914,2025-04-25,South East,Personal Care,Olu Herb Shampoo,27,1993.02,53811.54
PM-129241,2025-04-25,North Central,Beverages,Zobo Max 50cl,16,10296.73,164747.68
PM-112650,2025-04-25,South West,Home Care,Sparkle Dish Wash,6,4455.99,26735.94
PM-102014,2025-04-25,South West,Personal Care,Shea Glow Soap,31,5652.73,175234.63
PM-124265,2025-04-25,North West,Beverages,Zobo Max 50cl,23,14800.32,340407.36
PM-110993,2025-04-25,North West,Grains & Cereals,Easy-Cook Beans,8,5934.91,47479.28
PM-123288,2025-04-25,North Central,Grains & Cereals,Golden Harvest Rice,2,2218.71,4437.42
PM-113280,2025-04-26,South South,Snacks,Kuli-Kuli Bites,31,1331.89,41288.59
PM-115483,2025-04-26,North Central,Home Care,Sparkle Dish Wash,27,2524.69,68166.63
PM-112980,2025-04-26,North West,Grains & Cereals,Golden Harvest Rice,3,5900.35,17701.05
PM-117959,2025-04-26,South South,Snacks,Crunchy Plantain Chips,43,2234.31,96075.33
PM-100809,2025-04-26,North West,Snacks,Crunchy Plantain Chips,6,829.6,4977.6
PM-103044,2025-04-26,South South,Snacks,Kuli-Kuli Bites,2,1299.4,2598.8
PM-119352,2025-04-26,North West,Snacks,Kuli-Kuli Bites,49,489.8,24000.2
PM-104888,2025-04-26,North West,Home Care,Bright-White Detergent,29,9579.39,277802.31
PM-112402,2025-04-26,South West,Home Care,Sparkle Dish Wash,33,6864.25,226520.25
PM-113525,2025-04-26,North Central,Grains & Cereals,Golden Harvest Rice,32,2069.79,66233.28
PM-113397,2025-04-26,South West,Beverages,Peak-Level Milk,14,6213.37,86987.18
PM-116096,2025-04-26,North West,Home Care,Bright-White Detergent,22,4932.72,108519.84
PM-112423,2025-04-26,South South,Beverages,Zobo Max 50cl,14,2790.81,39071.34
PM-119475,2025-04-26,South South,Grains & Cereals,Golden Harvest Rice,22,8452.68,185958.96
PM-126440,2025-04-26,South East,Grains & Cereals,Golden Harvest Rice,20,5522.38,110447.6
PM-114674,2025-04-26,North West,Snacks,Kuli-Kuli Bites,28,563.51,15778.28
PM-111014,2025-04-26,South South,Personal Care,Shea Glow Soap,28,3832.15,107300.2
PM-129609,2025-04-26,South West,Personal Care,Shea Glow Soap,12,2791.23,33494.76
PM-117878,2025-04-26,South West,Home Care,Bright-White Detergent,15,3701.28,55519.2
PM-118133,2025-04-26,South West,Home Care,Germ-Kill Liquid,34,4491.51,152711.34
PM-109547,2025-04-26,South East,Home Care,Germ-Kill Liquid,19,1774.3,33711.7
PM-123582,2025-04-26,South South,Snacks,Kuli-Kuli Bites,29,238.69,6922.01
PM-102812,2025-04-26,South West,Beverages,Peak-Level Milk,28,8717.49,244089.72
PM-111373,2025-04-26,South West,Grains & Cereals,Easy-Cook Beans,35,5405.71,189199.85
PM-110460,2025-04-27,South West,Personal Care,Shea Glow Soap,16,5674.89,90798.24
PM-117284,2025-04-27,South West,Beverages,Peak-Level Milk,29,14453.37,419147.73
PM-103285,2025-04-27,South South,Grains & Cereals,Golden Harvest Rice,44,4430.5,194942.0
PM-124571,2025-04-27,South West,Grains & Cereals,Pride Semo,8,2988.73,23909.84
PM-122653,2025-04-27,South West,Personal Care,Olu Herb Shampoo,38,4168.61,158407.18
PM-115182,2025-04-27,North West,Beverages,Naija Cocoa Mix,8,13492.07,107936.56
PM-122585,2025-04-27,North West,Personal Care,Olu Herb Shampoo,5,3532.95,17664.75
PM-105637,2025-04-27,North Central,Snacks,Crunchy Plantain Chips,44,827.49,36409.56
PM-103752,2025-04-27,South West,Beverages,Zobo Max 50cl,39,4232.3,165059.7
PM-102503,2025-04-27,North Central,Grains & Cereals,Pride Semo,19,5872.17,111571.23
PM-117783,2025-04-27,North Central,Grains & Cereals,Golden Harvest Rice,27,10286.57,277737.39
PM-108650,2025-04-27,South West,Grains & Cereals,Easy-Cook Beans,29,3646.35,105744.15
PM-104856,2025-04-27,North Central,Personal Care,Olu Herb Shampoo,20,7641.51,152830.2
PM-100693,2025-04-27,South West,Beverages,Peak-Level Milk,34,9722.73,330572.82
PM-121571,2025-04-27,South West,Snacks,Chin-Chin Delight,34,1748.48,59448.32
PM-127170,2025-04-27,South West,Snacks,Kuli-Kuli Bites,33,537.43,17735.19
PM-113886,2025-04-27,South South,Snacks,Chin-Chin Delight,14,341.25,4777.5
PM-113868,2025-04-27,South East,Grains & Cereals,Pride Semo,49,5923.95,290273.55
PM-105688,2025-04-27,South West,Grains & Cereals,Easy-Cook Beans,33,6681.79,220499.07
PM-106147,2025-04-27,South West,Snacks,Chin-Chin Delight,6,851.08,5106.48
PM-119793,2025-04-27,South South,Snacks,Kuli-Kuli Bites,47,657.9,30921.3
PM-117024,2025-04-27,South West,Home Care,Bright-White Detergent,15,2874.85,43122.75
PM-114581,2025-04-27,South South,Snacks,Crunchy Plantain Chips,13,1811.54,23550.02
PM-124090,2025-04-27,South South,Home Care,Sparkle Dish Wash,40,9476.13,379045.2
PM-106664,2025-04-27,South West,Personal Care,Olu Herb Shampoo,49,4114.57,201613.93
PM-105517,2025-04-27,North Central,Home Care,Germ-Kill Liquid,16,8403.63,134458.08
PM-110015,2025-04-27,North Central,Personal Care,Shea Glow Soap,24,7187.98,172511.52
PM-112932,2025-04-28,South West,Grains & Cereals,Easy-Cook Beans,17,6038.37,102652.29
PM-126400,2025-04-28,South West,Personal Care,Shea Glow Soap,9,6334.95,57014.55
PM-115485,2025-04-28,North Central,Personal Care,FreshMint Paste,9,3797.88,34180.92
PM-104207,2025-04-28,South East,Personal Care,Shea Glow Soap,36,6354.07,228746.52
PM-107305,2025-04-28,North West,Home Care,Sparkle Dish Wash,44,4036.55,177608.2
PM-111384,2025-04-28,North Central,Personal Care,Olu Herb Shampoo,20,5388.97,107779.4
PM-120609,2025-04-28,South West,Personal Care,FreshMint Paste,5,2339.14,11695.7
PM-109891,2025-04-28,North West,Personal Care,Olu Herb Shampoo,2,7552.09,15104.18
PM-119537,2025-04-28,South West,Snacks,Crunchy Plantain Chips,8,639.0,5112.0
PM-107905,2025-04-28,North East,Beverages,Peak-Level Milk,32,7219.66,231029.12
PM-104230,2025-04-28,North Central,Personal Care,Olu Herb Shampoo,1,6733.11,6733.11
PM-113161,2025-04-28,North Central,Personal Care,FreshMint Paste,13,3192.8,41506.4
PM-124938,2025-04-28,South East,Personal Care,Shea Glow Soap,25,3996.27,99906.75
PM-100431,2025-04-28,South West,Snacks,Chin-Chin Delight,44,2006.02,88264.88
PM-108745,2025-04-28,South West,Personal Care,Olu Herb Shampoo,13,6021.39,78278.07
PM-101446,2025-04-28,North Central,Home Care,Bright-White Detergent,18,8061.99,145115.82
PM-104499,2025-04-28,South West,Personal Care,FreshMint Paste,38,2796.33,106260.54
PM-113732,2025-04-28,North Central,Personal Care,FreshMint Paste,41,7451.06,305493.46
PM-118510,2025-04-28,South West,Snacks,Crunchy Plantain Chips,45,938.36,42226.2
PM-100995,2025-04-28,South East,Snacks,Crunchy Plantain Chips,5,972.94,4864.7
PM-129662,2025-04-28,North Central,Home Care,Sparkle Dish Wash,43,1930.4,83007.2
PM-106303,2025-04-28,South West,Beverages,Peak-Level Milk,39,4155.89,162079.71
PM-129950,2025-04-28,South West,Grains & Cereals,Easy-Cook Beans,49,6218.3,304696.7
PM-119259,2025-04-28,South West,Personal Care,Olu Herb Shampoo,43,7134.42,306780.06
PM-111355,2025-04-28,South West,Personal Care,FreshMint Paste,12,2499.78,29997.36
PM-125304,2025-04-28,North East,Beverages,Naija Cocoa Mix,38,4112.17,156262.46
PM-111952,2025-04-28,South West,Snacks,Kuli-Kuli Bites,7,674.84,4723.88
PM-107772,2025-04-28,South West,Home Care,Bright-White Detergent,44,5599.5,246378.0
PM-108605,2025-04-28,South West,Beverages,Naija Cocoa Mix,14,9738.94,136345.16
PM-119472,2025-04-28,North Central,Home Care,Sparkle Dish Wash,48,2239.5,107496.0
PM-119768,2025-04-28,South East,Beverages,Peak-Level Milk,5,12846.32,64231.6
PM-104606,2025-04-28,North Central,Grains & Cereals,Easy-Cook Beans,37,8972.78,331992.86
PM-104304,2025-04-28,North Central,Beverages,Zobo Max 50cl,45,2392.27,107652.15
PM-118488,2025-04-28,South West,Beverages,Zobo Max 50cl,38,12080.36,459053.68
PM-110325,2025-04-28,South East,Snacks,Kuli-Kuli Bites,26,1766.28,45923.28
PM-107923,2025-04-28,North East,Beverages,Naija Cocoa Mix,44,4657.7,204938.8
PM-122343,2025-04-28,South West,Beverages,Naija Cocoa Mix,7,6976.71,48836.97
PM-114238,2025-04-29,North West,Personal Care,Olu Herb Shampoo,34,6148.26,209040.84
PM-113310,2025-04-29,South West,Personal Care,Olu Herb Shampoo,17,2209.04,37553.68
PM-109087,2025-04-29,South West,Grains & Cereals,Easy-Cook Beans,28,8479.92,237437.76
PM-118318,2025-04-29,South West,Home Care,Sparkle Dish Wash,18,8413.7,151446.6
PM-105188,2025-04-29,South East,Personal Care,Olu Herb Shampoo,26,4176.39,108586.14
PM-101307,2025-04-29,North Central,Snacks,Crunchy Plantain Chips,37,2060.73,76247.01
PM-105190,2025-04-29,North Central,Beverages,Zobo Max 50cl,17,6368.27,108260.59
PM-113320,2025-04-29,South South,Snacks,Chin-Chin Delight,44,433.07,19055.08
PM-108020,2025-04-29,North West,Beverages,Peak-Level Milk,32,13065.47,418095.04
PM-127011,2025-04-29,South South,Beverages,Naija Cocoa Mix,27,3590.61,96946.47
PM-108982,2025-04-29,South West,Beverages,Zobo Max 50cl,8,2189.28,17514.24
PM-110079,2025-04-29,South East,Beverages,Naija Cocoa Mix,33,4577.99,151073.67
PM-108090,2025-04-29,North West,Snacks,Crunchy Plantain Chips,34,437.41,14871.94
PM-119033,2025-04-29,South West,Beverages,Zobo Max 50cl,29,14471.88,419684.52
PM-127833,2025-04-29,North East,Beverages,Zobo Max 50cl,37,12364.6,457490.2
PM-117374,2025-04-29,South South,Snacks,Chin-Chin Delight,11,2285.86,25144.46
PM-107327,2025-04-29,South West,Grains & Cereals,Easy-Cook Beans,11,4288.67,47175.37
PM-128617,2025-04-29,North East,Beverages,Peak-Level Milk,39,14611.66,569854.74
PM-129094,2025-04-29,North Central,Beverages,Naija Cocoa Mix,42,5856.88,245988.96
PM-115757,2025-04-29,South West,Beverages,Naija Cocoa Mix,21,4915.48,103225.08
PM-114174,2025-04-29,North Central,Beverages,Peak-Level Milk,40,14693.71,587748.4
PM-113203,2025-04-29,South West,Personal Care,FreshMint Paste,37,4286.52,158601.24
PM-122460,2025-04-29,South West,Personal Care,Shea Glow Soap,10,3548.35,35483.5
PM-108241,2025-04-29,South South,Personal Care,Shea Glow Soap,46,3147.92,144804.32
PM-128900,2025-04-29,North West,Beverages,Zobo Max 50cl,31,2378.05,73719.55
PM-112849,2025-04-29,South West,Home Care,Bright-White Detergent,45,7875.62,354402.9
PM-119609,2025-04-29,South East,Grains & Cereals,Easy-Cook Beans,9,11104.45,99940.05
PM-105927,2025-04-29,North West,Beverages,Naija Cocoa Mix,42,10293.74,432337.08
PM-120768,2025-04-29,South East,Snacks,Crunchy Plantain Chips,5,204.22,1021.1
PM-118471,2025-04-29,South South,Snacks,Kuli-Kuli Bites,24,1523.33,36559.92
PM-103052,2025-04-29,South West,Personal Care,Olu Herb Shampoo,40,3529.05,141162.0
PM-102761,2025-04-29,South West,Beverages,Naija Cocoa Mix,44,12516.93,550744.92
PM-112603,2025-04-30,South West,Beverages,Zobo Max 50cl,12,7448.26,89379.12
PM-110367,2025-04-30,North Central,Beverages,Zobo Max 50cl,16,14486.51,231784.16
PM-116555,2025-04-30,North Central,Personal Care,FreshMint Paste,7,6724.65,47072.55
PM-110921,2025-04-30,North West,Home Care,Sparkle Dish Wash,33,6588.23,217411.59
PM-100857,2025-04-30,North Central,Home Care,Sparkle Dish Wash,32,8575.77,274424.64
PM-129284,2025-04-30,South South,Beverages,Naija Cocoa Mix,9,9615.64,86540.76
PM-128702,2025-04-30,South South,Personal Care,Shea Glow Soap,3,4128.47,12385.41
PM-122551,2025-04-30,South South,Home Care,Sparkle Dish Wash,7,9534.11,66738.77
PM-123728,2025-04-30,North Central,Grains & Cereals,Pride Semo,21,8392.43,176241.03
PM-101740,2025-04-30,South South,Snacks,Crunchy Plantain Chips,34,440.39,14973.26
PM-125324,2025-04-30,South West,Snacks,Crunchy Plantain Chips,19,2160.26,41044.94
PM-125688,2025-04-30,South West,Home Care,Germ-Kill Liquid,42,9519.58,399822.36
PM-110224,2025-04-30,North Central,Personal Care,Shea Glow Soap,42,7234.39,303844.38
PM-127526,2025-04-30,South West,Personal Care,Olu Herb Shampoo,16,6151.09,98417.44
PM-123747,2025-04-30,North West,Grains & Cereals,Pride Semo,47,4733.96,222496.12
PM-126946,2025-04-30,North Central,Personal Care,Shea Glow Soap,44,3922.29,172580.76
PM-113851,2025-04-30,South East,Beverages,Naija Cocoa Mix,34,2356.67,80126.78
PM-112209,2025-04-30,North Central,Home Care,Germ-Kill Liquid,12,8168.83,98025.96
PM-112142,2025-04-30,South West,Grains & Cereals,Pride Semo,25,7899.69,197492.25
PM-100475,2025-04-30,South East,Home Care,Bright-White Detergent,14,9078.26,127095.64
PM-103484,2025-04-30,South West,Grains & Cereals,Pride Semo,6,2284.19,13705.14
PM-111780,2025-05-01,North West,Snacks,Crunchy Plantain Chips,27,1033.49,27904.23
PM-117800,2025-05-01,South West,Grains & Cereals,Golden Harvest Rice,25,10764.25,269106.25
PM-118750,2025-05-01,South West,Personal Care,Shea Glow Soap,46,4941.26,227297.96
PM-129342,2025-05-01,South South,Beverages,Peak-Level Milk,47,11766.5,553025.5
PM-109493,2025-05-01,South West,Beverages,Zobo Max 50cl,48,11865.17,569528.16
PM-100417,2025-05-01,North Central,Grains & Cereals,Easy-Cook Beans,24,8282.14,198771.36
PM-113629,2025-05-01,North West,Home Care,Germ-Kill Liquid,43,4046.06,173980.58
PM-125575,2025-05-01,South West,Personal Care,Shea Glow Soap,42,5049.75,212089.5
PM-123851,2025-05-01,South West,Grains & Cereals,Easy-Cook Beans,4,3043.42,12173.68
PM-117208,2025-05-01,South West,Home Care,Bright-White Detergent,14,8597.07,120358.98
PM-114154,2025-05-01,North West,Personal Care,Olu Herb Shampoo,33,1947.25,64259.25
PM-115243,2025-05-01,South West,Personal Care,Shea Glow Soap,21,905.82,19022.22
PM-125686,2025-05-01,South West,Snacks,Crunchy Plantain Chips,29,2250.4,65261.6
PM-104412,2025-05-01,North West,Home Care,Germ-Kill Liquid,12,2994.78,35937.36
PM-104422,2025-05-01,South West,Grains & Cereals,Pride Semo,38,5657.29,214977.02
PM-111810,2025-05-01,North East,Home Care,Sparkle Dish Wash,4,4393.83,17575.32
PM-108188,2025-05-01,South West,Personal Care,Olu Herb Shampoo,32,3821.7,122294.4
PM-117654,2025-05-01,North West,Snacks,Chin-Chin Delight,39,782.12,30502.68
PM-125120,2025-05-01,North Central,Beverages,Zobo Max 50cl,45,12972.54,583764.3
PM-105387,2025-05-01,South West,Grains & Cereals,Pride Semo,36,4343.58,156368.88
PM-107644,2025-05-01,North East,Grains & Cereals,Golden Harvest Rice,3,6060.44,18181.32
PM-128471,2025-05-01,South West,Personal Care,FreshMint Paste,7,5169.32,36185.24
PM-104917,2025-05-01,South West,Grains & Cereals,Easy-Cook Beans,5,2250.11,11250.55
PM-118715,2025-05-01,North West,Beverages,Naija Cocoa Mix,5,12488.79,62443.95
PM-124243,2025-05-01,South East,Personal Care,Shea Glow Soap,37,7232.21,267591.77
PM-103694,2025-05-02,South West,Personal Care,FreshMint Paste,44,3407.21,149917.24
PM-115997,2025-05-02,South West,Personal Care,Shea Glow Soap,27,5665.99,152981.73
PM-108805,2025-05-02,South West,Personal Care,Shea Glow Soap,48,1087.81,52214.88
PM-100606,2025-05-02,North West,Grains & Cereals,Easy-Cook Beans,20,4537.56,90751.2
PM-123670,2025-05-02,South South,Home Care,Sparkle Dish Wash,21,1845.16,38748.36
PM-128917,2025-05-02,North Central,Home Care,Bright-White Detergent,8,8773.39,70187.12
PM-128522,2025-05-02,North Central,Personal Care,Olu Herb Shampoo,48,2608.57,125211.36
PM-102432,2025-05-02,North Central,Beverages,Naija Cocoa Mix,10,3174.82,31748.2
PM-112896,2025-05-02,South West,Grains & Cereals,Easy-Cook Beans,6,5236.91,31421.46
PM-102406,2025-05-02,South West,Beverages,Zobo Max 50cl,3,14521.96,43565.88
PM-125063,2025-05-02,South West,Grains & Cereals,Golden Harvest Rice,18,3837.02,69066.36
PM-106651,2025-05-02,South West,Grains & Cereals,Easy-Cook Beans,46,11476.13,527901.98
PM-107468,2025-05-02,South East,Grains & Cereals,Pride Semo,45,10443.15,469941.75
PM-128665,2025-05-02,South West,Beverages,Naija Cocoa Mix,9,14281.71,128535.39
PM-116921,2025-05-02,South West,Home Care,Sparkle Dish Wash,9,8216.29,73946.61
PM-112278,2025-05-02,South East,Grains & Cereals,Golden Harvest Rice,41,8722.69,357630.29
PM-111495,2025-05-02,North Central,Beverages,Zobo Max 50cl,11,13252.85,145781.35
PM-129056,2025-05-02,North East,Personal Care,Shea Glow Soap,12,6747.52,80970.24
PM-117942,2025-05-02,South South,Grains & Cereals,Golden Harvest Rice,23,8670.11,199412.53
PM-100656,2025-05-02,South West,Grains & Cereals,Pride Semo,1,3788.99,3788.99
PM-105626,2025-05-02,South East,Home Care,Bright-White Detergent,10,9223.6,92236.0
PM-128818,2025-05-02,South South,Grains & Cereals,Golden Harvest Rice,16,8990.52,143848.32
PM-106361,2025-05-03,South West,Grains & Cereals,Easy-Cook Beans,19,10188.86,193588.34
PM-123536,2025-05-03,North Central,Beverages,Peak-Level Milk,47,11685.1,549199.7
PM-122530,2025-05-03,South West,Personal Care,FreshMint Paste,32,2318.98,74207.36
PM-124326,2025-05-03,South East,Personal Care,FreshMint Paste,34,2891.56,98313.04
PM-122768,2025-05-03,North West,Home Care,Sparkle Dish Wash,46,2375.5,109273.0
PM-129372,2025-05-03,North Central,Home Care,Bright-White Detergent,18,8260.99,148697.82
PM-111644,2025-05-03,North West,Snacks,Crunchy Plantain Chips,23,2079.36,47825.28
PM-125000,2025-05-03,South East,Beverages,Peak-Level Milk,34,2947.93,100229.62
PM-105957,2025-05-03,South South,Home Care,Bright-White Detergent,2,2167.48,4334.96
PM-117430,2025-05-03,North Central,Personal Care,Shea Glow Soap,10,6774.16,67741.6
PM-100296,2025-05-03,South West,Grains & Cereals,Easy-Cook Beans,49,5247.42,257123.58
PM-123484,2025-05-03,South East,Beverages,Naija Cocoa Mix,6,2759.12,16554.72
PM-106207,2025-05-03,South West,Personal Care,FreshMint Paste,16,1994.57,31913.12
PM-108942,2025-05-03,South West,Grains & Cereals,Easy-Cook Beans,20,10942.39,218847.8
PM-124360,2025-05-03,South West,Personal Care,Shea Glow Soap,39,968.78,37782.42
PM-101086,2025-05-03,South West,Home Care,Germ-Kill Liquid,23,5784.96,133054.08
PM-100325,2025-05-03,North West,Beverages,Peak-Level Milk,4,3616.08,14464.32
PM-118011,2025-05-03,North Central,Home Care,Germ-Kill Liquid,29,6208.49,180046.21
PM-113313,2025-05-03,South West,Snacks,Kuli-Kuli Bites,13,1790.57,23277.41
PM-102697,2025-05-03,South West,Beverages,Peak-Level Milk,23,11515.96,264867.08
PM-123840,2025-05-03,South South,Home Care,Bright-White Detergent,9,1626.62,14639.58
PM-115999,2025-05-03,North West,Beverages,Zobo Max 50cl,6,8819.39,52916.34
PM-108165,2025-05-03,South East,Home Care,Bright-White Detergent,40,9396.33,375853.2
PM-113153,2025-05-04,South West,Personal Care,Olu Herb Shampoo,5,1872.04,9360.2
PM-112860,2025-05-04,North Central,Home Care,Bright-White Detergent,7,3356.86,23498.02
PM-129694,2025-05-04,North Central,Beverages,Zobo Max 50cl,11,9922.07,109142.77
PM-110752,2025-05-04,South West,Beverages,Zobo Max 50cl,23,2771.53,63745.19
PM-102589,2025-05-04,South West,Snacks,Chin-Chin Delight,11,262.74,2890.14
PM-110611,2025-05-04,South East,Snacks,Chin-Chin Delight,26,2320.62,60336.12
PM-104045,2025-05-04,North West,Personal Care,FreshMint Paste,27,6917.0,186759.0
PM-122139,2025-05-04,South East,Grains & Cereals,Golden Harvest Rice,47,6543.3,307535.1
PM-111966,2025-05-04,South West,Personal Care,Shea Glow Soap,6,7576.16,45456.96
PM-114391,2025-05-04,North East,Snacks,Chin-Chin Delight,5,1974.99,9874.95
PM-123092,2025-05-04,South South,Personal Care,FreshMint Paste,36,1356.66,48839.76
PM-115098,2025-05-04,South West,Snacks,Chin-Chin Delight,43,632.1,27180.3
PM-100164,2025-05-04,South South,Personal Care,FreshMint Paste,42,7852.0,329784.0
PM-115288,2025-05-04,South West,Grains & Cereals,Golden Harvest Rice,5,11563.69,57818.45
PM-105963,2025-05-04,North East,Beverages,Peak-Level Milk,37,5362.36,198407.32
PM-117629,2025-05-04,South West,Home Care,Bright-White Detergent,3,3572.55,10717.65
PM-120516,2025-05-04,North West,Home Care,Sparkle Dish Wash,1,4280.72,4280.72
PM-117463,2025-05-04,North Central,Snacks,Chin-Chin Delight,36,1142.67,41136.12
PM-128140,2025-05-04,South West,Beverages,Peak-Level Milk,10,9755.86,97558.6
PM-125780,2025-05-04,South West,Snacks,Crunchy Plantain Chips,9,2025.39,18228.51
PM-116174,2025-05-04,South East,Beverages,Peak-Level Milk,17,7238.72,123058.24
PM-109456,2025-05-04,South West,Personal Care,Olu Herb Shampoo,42,3671.42,154199.64
PM-107503,2025-05-04,South West,Beverages,Zobo Max 50cl,38,5333.71,202680.98
PM-104884,2025-05-04,South West,Grains & Cereals,Golden Harvest Rice,32,4113.83,131642.56
PM-123020,2025-05-04,North Central,Grains & Cereals,Golden Harvest Rice,41,8249.0,338209.0
PM-113438,2025-05-04,South West,Home Care,Sparkle Dish Wash,6,6707.89,40247.34
PM-116035,2025-05-04,South West,Personal Care,Olu Herb Shampoo,13,3955.56,51422.28
PM-110646,2025-05-04,South West,Grains & Cereals,Pride Semo,8,4465.64,35725.12
PM-119695,2025-05-04,North East,Personal Care,FreshMint Paste,20,6034.91,120698.2
PM-128742,2025-05-04,South South,Snacks,Chin-Chin Delight,14,1032.38,14453.32
PM-110507,2025-05-04,South West,Home Care,Germ-Kill Liquid,34,5591.41,190107.94
PM-120182,2025-05-05,North Central,Personal Care,Olu Herb Shampoo,30,3118.27,93548.1
PM-128711,2025-05-05,South West,Snacks,Chin-Chin Delight,23,1982.24,45591.52
PM-103831,2025-05-05,South West,Snacks,Kuli-Kuli Bites,30,203.69,6110.7
PM-109506,2025-05-05,North East,Home Care,Germ-Kill Liquid,25,7823.44,195586.0
PM-129347,2025-05-05,South West,Snacks,Crunchy Plantain Chips,43,2257.2,97059.6
